-150 -2001 2151 
302 -2001 1699 
303 -2001 1698 
304 -2001 1697 
305 -2001 1696 
306 -2001 1695 
307 -2001 1694 
308 -2001 1693 
309 -2001 1692 
-2001 311 1690 
-2001 312 1689 
-2001 313 1688 
-2001 314 1687 
-2001 315 1686 
-2001 316 1685 
-2001 317 1684 
-2001 318 1683 
-2001 319 1682 
-2001 320 1681 
-2001 321 1680 
-2001 322 1679 
-2001 323 1678 
-2001 324 1677 
-2001 325 1676 
-2001 326 1675 
-2001 327 1674 
-2001 328 1673 
-2001 329 1672 
-2001 330 1671 
-2001 331 1670 
-2001 332 1669 
-2001 333 1668 
-2001 334 1667 
-2001 335 1666 
-2001 336 1665 
-2001 337 1664 
-2001 338 1663 
-2001 339 1662 
-2001 340 1661 
-2001 341 1660 
-2001 342 1659 
-2001 343 1658 
-2001 344 1657 
-2001 345 1656 
-2001 346 1655 
-2001 347 1654 
-2001 348 1653 
-2001 349 1652 
-2001 350 1651 
-2001 351 1650 
-2001 352 1649 
-2001 353 1648 
-2001 354 1647 
-2001 355 1646 
-2001 356 1645 
-2001 357 1644 
-2001 358 1643 
-2001 359 1642 
-2001 360 1641 
-2001 361 1640 
-2001 362 1639 
-2001 363 1638 
-2001 364 1637 
-2001 365 1636 
-2001 366 1635 
-2001 367 1634 
-2001 368 1633 
-2001 369 1632 
-2001 370 1631 
-2001 371 1630 
-2001 372 1629 
-2001 373 1628 
-2001 374 1627 
-2001 375 1626 
-2001 376 1625 
-2001 377 1624 
-2001 378 1623 
-2001 379 1622 
-2001 380 1621 
-2001 381 1620 
-2001 382 1619 
-2001 383 1618 
-2001 384 1617 
-2001 385 1616 
-2001 386 1615 
-2001 387 1614 
-2001 388 1613 
-2001 389 1612 
-2001 390 1611 
-2001 391 1610 
-2001 392 1609 
-2001 393 1608 
-2001 394 1607 
-2001 395 1606 
-2001 396 1605 
-2001 397 1604 
-2001 398 1603 
-2001 399 1602 
-2001 400 1601 
-2001 401 1600 
-2001 402 1599 
-2001 403 1598 
-2001 404 1597 
-2001 405 1596 
-2001 406 1595 
-2001 407 1594 
-2001 408 1593 
-2001 409 1592 
-2001 410 1591 
-2001 411 1590 
-2001 412 1589 
-2001 413 1588 
-2001 414 1587 
-2001 415 1586 
-2001 416 1585 
-2001 417 1584 
-2001 418 1583 
-2001 419 1582 
-2001 420 1581 
-2001 421 1580 
-2001 422 1579 
-2001 423 1578 
-2001 424 1577 
-2001 425 1576 
-2001 426 1575 
-2001 427 1574 
-2001 428 1573 
-2001 429 1572 
-2001 430 1571 
-2001 431 1570 
-2001 432 1569 
-2001 433 1568 
-2001 434 1567 
-2001 435 1566 
-2001 436 1565 
-2001 437 1564 
-2001 438 1563 
-2001 439 1562 
-2001 440 1561 
-2001 441 1560 
-2001 442 1559 
-2001 443 1558 
-2001 444 1557 
-2001 445 1556 
-2001 446 1555 
-2001 447 1554 
-2001 448 1553 
-2001 449 1552 
-2001 450 1551 
-2001 451 1550 
-2001 452 1549 
-2001 453 1548 
-2001 454 1547 
-2001 455 1546 
-2001 456 1545 
-2001 457 1544 
-2001 458 1543 
-2001 459 1542 
-2001 460 1541 
-2001 461 1540 
-2001 462 1539 
-2001 463 1538 
-2001 464 1537 
-2001 465 1536 
-2001 466 1535 
-2001 467 1534 
-2001 468 1533 
-2001 469 1532 
-2001 470 1531 
-2001 471 1530 
-2001 472 1529 
-2001 473 1528 
-2001 474 1527 
-2001 475 1526 
-2001 476 1525 
-2001 477 1524 
-2001 478 1523 
-2001 479 1522 
-2001 480 1521 
-2001 481 1520 
-2001 482 1519 
-2001 483 1518 
-2001 484 1517 
-2001 485 1516 
-2001 486 1515 
-2001 487 1514 
-2001 488 1513 
-2001 489 1512 
-2001 490 1511 
-2001 491 1510 
-2001 492 1509 
-2001 493 1508 
-2001 494 1507 
-2001 495 1506 
-2001 496 1505 
-2001 497 1504 
-2001 498 1503 
-2001 499 1502 
-2001 500 1501 
-2001 501 1500 
-2001 502 1499 
-2001 503 1498 
-2001 504 1497 
-2001 505 1496 
-2001 506 1495 
-2001 507 1494 
-2001 508 1493 
-2001 509 1492 
-2001 510 1491 
-2001 511 1490 
-2001 512 1489 
-2001 513 1488 
-2001 514 1487 
-2001 515 1486 
-2001 516 1485 
-2001 517 1484 
-2001 518 1483 
-2001 519 1482 
-2001 520 1481 
-2001 521 1480 
-2001 522 1479 
-2001 523 1478 
-2001 524 1477 
-2001 525 1476 
-2001 526 1475 
-2001 527 1474 
-2001 528 1473 
-2001 529 1472 
-2001 530 1471 
-2001 531 1470 
-2001 532 1469 
-2001 533 1468 
-2001 534 1467 
-2001 535 1466 
-2001 536 1465 
-2001 537 1464 
-2001 538 1463 
-2001 539 1462 
-2001 540 1461 
-2001 541 1460 
-2001 542 1459 
-2001 543 1458 
-2001 544 1457 
-2001 545 1456 
-2001 546 1455 
-2001 547 1454 
-2001 548 1453 
-2001 549 1452 
-2001 550 1451 
-2001 551 1450 
-2001 552 1449 
-2001 553 1448 
-2001 554 1447 
-2001 555 1446 
-2001 556 1445 
-2001 557 1444 
-2001 558 1443 
-2001 559 1442 
-2001 560 1441 
-2001 561 1440 
-2001 562 1439 
-2001 563 1438 
-2001 564 1437 
-2001 565 1436 
-2001 566 1435 
-2001 567 1434 
-2001 568 1433 
-2001 569 1432 
-2001 570 1431 
-2001 571 1430 
-2001 572 1429 
-2001 573 1428 
-2001 574 1427 
-2001 575 1426 
-2001 576 1425 
-2001 577 1424 
-2001 578 1423 
-2001 579 1422 
-2001 580 1421 
-2001 581 1420 
-2001 582 1419 
-2001 583 1418 
-2001 584 1417 
-2001 585 1416 
-2001 586 1415 
-2001 587 1414 
-2001 588 1413 
-2001 589 1412 
-2001 590 1411 
-2001 591 1410 
-2001 592 1409 
-2001 593 1408 
-2001 594 1407 
-2001 595 1406 
-2001 596 1405 
-2001 597 1404 
-2001 598 1403 
-2001 599 1402 
-2001 600 1401 
-2001 601 1400 
-2001 602 1399 
-2001 603 1398 
-2001 604 1397 
-2001 605 1396 
-2001 606 1395 
-2001 607 1394 
-2001 608 1393 
-2001 609 1392 
-2001 610 1391 
-2001 611 1390 
-2001 612 1389 
-2001 613 1388 
-2001 614 1387 
-2001 615 1386 
-2001 616 1385 
-2001 617 1384 
-2001 618 1383 
-2001 619 1382 
-2001 620 1381 
-2001 621 1380 
-2001 622 1379 
-2001 623 1378 
-2001 624 1377 
-2001 625 1376 
-2001 626 1375 
-2001 627 1374 
-2001 628 1373 
-2001 629 1372 
-2001 630 1371 
-2001 631 1370 
-2001 632 1369 
-2001 633 1368 
-2001 634 1367 
-2001 635 1366 
-2001 636 1365 
-2001 637 1364 
-2001 638 1363 
-2001 639 1362 
-2001 640 1361 
-2001 641 1360 
-2001 642 1359 
-2001 643 1358 
-2001 644 1357 
-2001 645 1356 
-2001 646 1355 
-2001 647 1354 
-2001 648 1353 
-2001 649 1352 
-2001 650 1351 
-2001 651 1350 
-2001 652 1349 
-2001 653 1348 
-2001 654 1347 
-2001 655 1346 
-2001 656 1345 
-2001 657 1344 
-2001 658 1343 
-2001 659 1342 
-2001 660 1341 
-2001 661 1340 
-2001 662 1339 
-2001 663 1338 
-2001 664 1337 
-2001 665 1336 
-2001 666 1335 
-2001 667 1334 
-2001 668 1333 
-2001 669 1332 
-2001 670 1331 
-2001 671 1330 
-2001 672 1329 
-2001 673 1328 
-2001 674 1327 
-2001 675 1326 
-2001 676 1325 
-2001 677 1324 
-2001 678 1323 
-2001 679 1322 
-2001 680 1321 
-2001 681 1320 
-2001 682 1319 
-2001 683 1318 
-2001 684 1317 
-2001 685 1316 
-2001 686 1315 
-2001 687 1314 
-2001 688 1313 
-2001 689 1312 
-2001 690 1311 
-2001 691 1310 
-2001 692 1309 
-2001 693 1308 
-2001 694 1307 
-2001 695 1306 
-2001 696 1305 
-2001 697 1304 
-2001 698 1303 
-2001 699 1302 
-2001 700 1301 
-2001 701 1300 
-2001 702 1299 
-2001 703 1298 
-2001 704 1297 
-2001 705 1296 
-2001 706 1295 
-2001 707 1294 
-2001 708 1293 
-2001 709 1292 
-2001 710 1291 
-2001 711 1290 
-2001 712 1289 
-2001 713 1288 
-2001 714 1287 
-2001 715 1286 
-2001 716 1285 
-2001 717 1284 
-2001 718 1283 
-2001 719 1282 
-2001 720 1281 
-2001 721 1280 
-2001 722 1279 
-2001 723 1278 
-2001 724 1277 
-2001 725 1276 
-2001 726 1275 
-2001 727 1274 
-2001 728 1273 
-2001 729 1272 
-2001 730 1271 
-2001 731 1270 
-2001 732 1269 
-2001 733 1268 
-2001 734 1267 
-2001 735 1266 
-2001 736 1265 
-2001 737 1264 
-2001 738 1263 
-2001 739 1262 
-2001 740 1261 
-2001 741 1260 
-2001 742 1259 
-2001 743 1258 
-2001 744 1257 
-2001 745 1256 
-2001 746 1255 
-2001 747 1254 
-2001 748 1253 
-2001 749 1252 
-2001 750 1251 
-2001 751 1250 
-2001 752 1249 
-2001 753 1248 
-2001 754 1247 
-2001 755 1246 
-2001 756 1245 
-2001 757 1244 
-2001 758 1243 
-2001 759 1242 
-2001 760 1241 
-2001 761 1240 
-2001 762 1239 
-2001 763 1238 
-2001 764 1237 
-2001 765 1236 
-2001 766 1235 
-2001 767 1234 
-2001 768 1233 
-2001 769 1232 
-2001 770 1231 
-2001 771 1230 
-2001 772 1229 
-2001 773 1228 
-2001 774 1227 
-2001 775 1226 
-2001 776 1225 
-2001 777 1224 
-2001 778 1223 
-2001 779 1222 
-2001 780 1221 
-2001 781 1220 
-2001 782 1219 
-2001 783 1218 
-2001 784 1217 
-2001 785 1216 
-2001 786 1215 
-2001 787 1214 
-2001 788 1213 
-2001 789 1212 
-2001 790 1211 
-2001 791 1210 
-2001 792 1209 
-2001 793 1208 
-2001 794 1207 
-2001 795 1206 
-2001 796 1205 
-2001 797 1204 
-2001 798 1203 
-2001 799 1202 
-2001 800 1201 
-2001 801 1200 
-2001 802 1199 
-2001 803 1198 
-2001 804 1197 
-2001 805 1196 
-2001 806 1195 
-2001 807 1194 
-2001 808 1193 
-2001 809 1192 
-2001 810 1191 
-2001 811 1190 
-2001 812 1189 
-2001 813 1188 
-2001 814 1187 
-2001 815 1186 
-2001 816 1185 
-2001 817 1184 
-2001 818 1183 
-2001 819 1182 
-2001 820 1181 
-2001 821 1180 
-2001 822 1179 
-2001 823 1178 
-2001 824 1177 
-2001 825 1176 
-2001 826 1175 
-2001 827 1174 
-2001 828 1173 
-2001 829 1172 
-2001 830 1171 
-2001 831 1170 
-2001 832 1169 
-2001 833 1168 
-2001 834 1167 
-2001 835 1166 
-2001 836 1165 
-2001 837 1164 
-2001 838 1163 
-2001 839 1162 
-2001 840 1161 
-2001 841 1160 
-2001 842 1159 
-2001 843 1158 
-2001 844 1157 
-2001 845 1156 
-2001 846 1155 
-2001 847 1154 
-2001 848 1153 
-2001 849 1152 
-2001 850 1151 
-2001 851 1150 
-2001 852 1149 
-2001 853 1148 
-2001 854 1147 
-2001 855 1146 
-2001 856 1145 
-2001 857 1144 
-2001 858 1143 
-2001 859 1142 
-2001 860 1141 
-2001 861 1140 
-2001 862 1139 
-2001 863 1138 
-2001 864 1137 
-2001 865 1136 
-2001 866 1135 
-2001 867 1134 
-2001 868 1133 
-2001 869 1132 
-2001 870 1131 
-2001 871 1130 
-2001 872 1129 
-2001 873 1128 
-2001 874 1127 
-2001 875 1126 
-2001 876 1125 
-2001 877 1124 
-2001 878 1123 
-2001 879 1122 
-2001 880 1121 
-2001 881 1120 
-2001 882 1119 
-2001 883 1118 
-2001 884 1117 
-2001 885 1116 
-2001 886 1115 
-2001 887 1114 
-2001 888 1113 
-2001 889 1112 
-2001 890 1111 
-2001 891 1110 
-2001 892 1109 
-2001 893 1108 
-2001 894 1107 
-2001 895 1106 
-2001 896 1105 
-2001 897 1104 
-2001 898 1103 
-2001 899 1102 
-2001 900 1101 
-2001 901 1100 
-2001 902 1099 
-2001 903 1098 
-2001 904 1097 
-2001 905 1096 
-2001 906 1095 
-2001 907 1094 
-2001 908 1093 
-2001 909 1092 
-2001 910 1091 
-2001 911 1090 
-2001 912 1089 
-2001 913 1088 
-2001 914 1087 
-2001 915 1086 
-2001 916 1085 
-2001 917 1084 
-2001 918 1083 
-2001 919 1082 
-2001 920 1081 
-2001 921 1080 
-2001 922 1079 
-2001 923 1078 
-2001 924 1077 
-2001 925 1076 
-2001 926 1075 
-2001 927 1074 
-2001 928 1073 
-2001 929 1072 
-2001 930 1071 
-2001 931 1070 
-2001 932 1069 
-2001 933 1068 
-2001 934 1067 
-2001 935 1066 
-2001 936 1065 
-2001 937 1064 
-2001 938 1063 
-2001 939 1062 
-2001 940 1061 
-2001 941 1060 
-2001 942 1059 
-2001 943 1058 
-2001 944 1057 
-2001 945 1056 
-2001 946 1055 
-2001 947 1054 
-2001 948 1053 
-2001 949 1052 
-2001 950 1051 
-2001 951 1050 
-2001 952 1049 
-2001 953 1048 
-2001 954 1047 
-2001 955 1046 
-2001 956 1045 
-2001 957 1044 
-2001 958 1043 
-2001 959 1042 
-2001 960 1041 
-2001 961 1040 
-2001 962 1039 
-2001 963 1038 
-2001 964 1037 
-2001 965 1036 
-2001 966 1035 
-2001 967 1034 
-2001 968 1033 
-2001 969 1032 
-2001 970 1031 
-2001 971 1030 
-2001 972 1029 
-2001 973 1028 
-2001 974 1027 
-2001 975 1026 
-2001 976 1025 
-2001 977 1024 
-2001 978 1023 
-2001 979 1022 
-2001 980 1021 
-2001 981 1020 
-2001 982 1019 
-2001 983 1018 
-2001 984 1017 
-2001 985 1016 
-2001 986 1015 
-2001 987 1014 
-2001 988 1013 
-2001 989 1012 
-2001 990 1011 
-2001 991 1010 
-2001 992 1009 
-2001 993 1008 
-2001 994 1007 
-2001 995 1006 
-2001 996 1005 
-2001 997 1004 
-2001 998 1003 
-2001 999 1002 
-2001 1000 1001 
